id,paper_id,question_id,question_part,element_type,content,element_id,created_at,updated_at
1226,p_40ef71b0235bc2938,2056,gen,diagram,"Diagram of grid with numbered rows and lettered columns.",1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1227,p_40ef71b0235bc2938,2059,,table,"[{"Fraction":"$\frac{1}{2}$", "Percentage":"50%"},{"Fraction":"$\frac{3}{10}$", "Percentage":"[BLANK]"},{"Fraction":"[BLANK]", "Percentage":"43%"}]",1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1228,p_40ef71b0235bc2938,2060,a,list,"$\frac{5}{6}$, $\frac{2}{3}$, $\frac{2}{5}$, $\frac{3}{6}$",1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1229,p_40ef71b0235bc2938,2061,b,formula,$72$,1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1230,p_40ef71b0235bc2938,2061,b,formula,$\frac{5}{8}$,2,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1231,p_40ef71b0235bc2938,2062,a,list,"$4$, $5$, $8$, $12$",1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1232,p_40ef71b0235bc2938,2063,b,list,"$2$, $3$, $4$, $5$",1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1233,p_40ef71b0235bc2938,2064,,formula,$0.1$,1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1234,p_40ef71b0235bc2938,2064,,formula,$0.6$,2,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1235,p_40ef71b0235bc2938,2065,,formula,"$x + y = 2$",1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1236,p_40ef71b0235bc2938,2066,,formula,$5%$,1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1237,p_40ef71b0235bc2938,2066,,formula,$31$,2,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1238,p_40ef71b0235bc2938,2066,,formula,$1%$,3,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1239,p_40ef71b0235bc2938,2066,,formula,$6.2$,4,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1240,p_40ef71b0235bc2938,2066,,formula,$13%$,5,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1241,p_40ef71b0235bc2938,2067,,table,"[{"0": "$10$", "1": "[BLANK]", "2": "$\frac{1}{2}$"}, {"0": "$\frac{1}{20}$", "1": "[BLANK]", "2": "$20$"}, {"0": "$2$", "1": "$5$", "2":"[BLANK]"}]",1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1242,p_40ef71b0235bc2938,2068,,formula,$8$,1,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1243,p_40ef71b0235bc2938,2068,,formula,$11$,2,"2025-04-01 19:20:18","2025-04-01 19:20:18"
1244,p_40ef71b0235bc2938,2069,a,formula,$-1$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1245,p_40ef71b0235bc2938,2071,,diagram,"Diagram of a quadrilateral with sides extended to make exterior angles. Angle A is labeled 70 degrees, angle C is labeled 120 degrees, angle B is labeled x.",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1246,p_40ef71b0235bc2938,2072,,formula,$2$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1247,p_40ef71b0235bc2938,2072,,formula,$9$,2,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1248,p_40ef71b0235bc2938,2072,,formula,$17$,3,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1249,p_40ef71b0235bc2938,2073,,formula,$n$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1250,p_40ef71b0235bc2938,2073,,formula,$p$,2,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1251,p_40ef71b0235bc2938,2074,a,formula,"$n + p$",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1252,p_40ef71b0235bc2938,2075,b,formula,$np$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1253,p_40ef71b0235bc2938,2076,a,diagram,"Diagram of an angle with incorrect arcs drawn for bisection.",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1254,p_40ef71b0235bc2938,2077,b,diagram,"Diagram with a point P marked and square drawn around it.",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1255,p_40ef71b0235bc2938,2078,c,diagram,"Diagram of a rectangle",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1256,p_40ef71b0235bc2938,2079,,formula,"$x:y = 7:4$",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1257,p_40ef71b0235bc2938,2079,,formula,"$x + y = 88$",2,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1258,p_40ef71b0235bc2938,2079,,formula,"$x - y$",3,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1259,p_40ef71b0235bc2938,2080,,diagram,"Diagram of a time-distance graph.",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1260,p_40ef71b0235bc2938,2081,,formula,$10$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1261,p_40ef71b0235bc2938,2081,,formula,$70$,2,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1262,p_40ef71b0235bc2938,2082,,formula,$n$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1263,p_40ef71b0235bc2938,2083,,formula,$b$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1264,p_40ef71b0235bc2938,2083,,formula,$h$,2,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1265,p_40ef71b0235bc2938,2084,a,formula,$b$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1266,p_40ef71b0235bc2938,2084,a,formula,$h$,2,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1267,p_40ef71b0235bc2938,2085,b,formula,"$b:s = 2:3$",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1268,p_40ef71b0235bc2938,2085,b,formula,$b$,2,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1269,p_40ef71b0235bc2938,2086,,formula,$6$,1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1270,p_40ef71b0235bc2938,2087,a,formula,"$12 500$",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1271,p_40ef71b0235bc2938,2088,b,formula,"$3.4 \times 10^{-2}$",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1272,p_40ef71b0235bc2938,2089,,formula,"$(\sqrt{3})^{2} \times (\sqrt{2})^{2}$",1,"2025-04-01 19:20:19","2025-04-01 19:20:19"
1273,p_40ef71b0235bc2938,2090,,diagram,"Pie chart of election results, with sections labeled A, B, C, D and angles labeled 2x, x, 2x+10.",1,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1274,p_40ef71b0235bc2938,2090,,formula,"$2x + 10^{\circ}$",2,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1275,p_40ef71b0235bc2938,2090,,formula,$2x$,3,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1276,p_40ef71b0235bc2938,2091,a,formula,"$x^{2} - 100$",1,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1277,p_40ef71b0235bc2938,2092,b,formula,"$7x + 6 > 1 + 2x$",1,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1278,p_7aa7a63038ad775e8,2136,,list,"right
reflex
obtuse
acute",1,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1279,p_7aa7a63038ad775e8,2137,,formula,"$4x = 8$",1,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1280,p_7aa7a63038ad775e8,2137,,list,"$x = 0.5$
$x = 2$
$x = 4$
$x = 32$",2,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1281,p_7aa7a63038ad775e8,2138,,formula,"$10 + (-4)$",2,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1282,p_7aa7a63038ad775e8,2138,,list,"-14
-6
6
14",3,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1283,p_7aa7a63038ad775e8,2139,,formula,$12$,3,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1284,p_7aa7a63038ad775e8,2139,,list,"$12 + 0.5$
$2\\div12$
$12 \\times \\frac{1}{2}$
$12 + 50 \\times 100$",4,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1285,p_7aa7a63038ad775e8,2140,a,formula,"$364.5+ 17.9 – 2.08$",4,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1286,p_7aa7a63038ad775e8,2141,b,formula,"$9.36 \\times 2$",5,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1287,p_7aa7a63038ad775e8,2142,,diagram,"A coordinate grid with x axis from 0 to 13 and y axis from 0 to 9. Points plotted at (1,4), (5,9), (6,1), (10,9) and (13,5).",1,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1288,p_7aa7a63038ad775e8,2144,a,diagram,"A vertical line chart showing the winning scores from 25 to 30. The heights of the bars at 25, 26, 27, 28, 29 and 30 are 2, 7, 10, 11, 14 and 7.",1,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1289,p_7aa7a63038ad775e8,2145,b,formula,$25$,6,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1290,p_7aa7a63038ad775e8,2146,c,formula,$27$,7,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1291,p_7aa7a63038ad775e8,2147,a,formula,$18$,8,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1292,p_7aa7a63038ad775e8,2148,b,formula,$12$,9,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1293,p_7aa7a63038ad775e8,2148,b,formula,$15$,10,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1294,p_7aa7a63038ad775e8,2151,,diagram,"A square dotty grid with a triangle marked out on it.",2,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1295,p_7aa7a63038ad775e8,2151,,diagram,"A blank square dotty grid.",3,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1296,p_7aa7a63038ad775e8,2151,,diagram,"A blank square dotty grid.",4,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1297,p_7aa7a63038ad775e8,2151,,diagram,"A blank square dotty grid.",5,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1298,p_7aa7a63038ad775e8,2154,,formula,$65\\%$,11,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1299,p_7aa7a63038ad775e8,2154,,formula,$300$,12,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1300,p_7aa7a63038ad775e8,2155,,list,"$125$
$175$
$30$
$20$",5,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1301,p_7aa7a63038ad775e8,2156,,diagram,"A cuboid with dimensions 7cm, 5cm and 10cm",6,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1302,p_7aa7a63038ad775e8,2157,,list,"cone
sphere
cylinder
pyramid",6,"2025-04-01 19:20:20","2025-04-01 19:20:20"
1303,p_7aa7a63038ad775e8,2158,a,diagram,"A map showing points A and B with North direction indicated",7,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1304,p_7aa7a63038ad775e8,2158,a,diagram,"A diagram with points A and B indicating a bearing of 100 degrees from B to A",8,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1305,p_7aa7a63038ad775e8,2160,c,diagram,"A map showing an island with an airport E, North direction indicated",9,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1306,p_7aa7a63038ad775e8,2161,a,formula,"$4a-2b = 10$",13,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1307,p_7aa7a63038ad775e8,2161,a,formula,"$2a - b$",14,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1308,p_7aa7a63038ad775e8,2162,b,formula,$2b-4a$,15,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1309,p_7aa7a63038ad775e8,2163,c,formula,"$4a-2b = 10$",17,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1310,p_7aa7a63038ad775e8,2163,c,formula,"$a + c = 3$",18,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1311,p_7aa7a63038ad775e8,2163,c,formula,$23$,19,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1312,p_7aa7a63038ad775e8,2164,,table,"[{"Percentage": "$21$", "Mean number of hours listening": "$1.2$", "Range of number of hours listening": "$4.5$"}, {"Percentage": "$79$", "Mean number of hours listening": "$6.3$", "Range of number of hours listening": "$13.9"}]",1,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1313,p_7aa7a63038ad775e8,2169,a,formula,"$4a-2b = 10$",13,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1314,p_7aa7a63038ad775e8,2170,b,formula,"$3 \\times 10^{5}$",16,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1315,p_7aa7a63038ad775e8,2170,b,formula,"$4 \\times 10^{3}$",17,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1316,p_7aa7a63038ad775e8,2171,a,diagram,"A tree diagram with the first split having two options representing '1' or '2 or 3' or '4,5 or 6'. The probability of getting '1' on first roll is not filled. The probability of getting '2 or 3' on first roll is $\\frac{1}{2}$. For second roll after 4, 5, or 6 on first roll, options are Odd, and Even but the probabilities are not marked.",10,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1317,p_7aa7a63038ad775e8,2175,a,formula,"$a + b = 0$",20,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1318,p_7aa7a63038ad775e8,2175,a,list,"$0$
$\\frac{1}{a}$
$a$
$-a$",7,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1319,p_7aa7a63038ad775e8,2176,b,formula,"$c\\times d=1$",21,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1320,p_7aa7a63038ad775e8,2176,b,list,"$1$
$\\frac{1}{c}$
$c$
$-c$",8,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1321,p_7aa7a63038ad775e8,2178,,formula,"$n = \\frac{60}{t}$",22,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1322,p_7aa7a63038ad775e8,2179,a,formula,"$n = \\frac{60}{t}$",23,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1323,p_7aa7a63038ad775e8,2179,a,diagram,"A coordinate grid with x axis representing time, t, (minutes) to make one item from 0 to 4, and y axis representing Number of items, n, made in 1 hour from 0 to 70.",12,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1324,p_7aa7a63038ad775e8,2181,,formula,"$x = 2y - 6$",24,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1325,p_7aa7a63038ad775e8,2182,,formula,"$(x + 5)(x − 1)$",25,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1326,p_c089244e1b3863424,2183,a,diagram,,1,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1327,p_c089244e1b3863424,2184,b,diagram,,2,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1328,p_c089244e1b3863424,2185,,diagram,,3,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1329,p_c089244e1b3863424,2186,gen,diagram,,4,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1330,p_c089244e1b3863424,2190,d,diagram,,5,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1331,p_c089244e1b3863424,2191,gen,diagram,,6,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1332,p_c089244e1b3863424,2195,b,diagram,,7,"2025-04-01 19:20:21","2025-04-01 19:20:21"
1333,p_c089244e1b3863424,2196,,diagram,,8,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1334,p_c089244e1b3863424,2197,a,diagram,,9,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1335,p_c089244e1b3863424,2198,b,diagram,,10,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1336,p_c089244e1b3863424,2199,c,diagram,,11,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1337,p_c089244e1b3863424,2200,gen,diagram,,12,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1338,p_c089244e1b3863424,2208,gen,diagram,,13,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1339,p_c089244e1b3863424,2212,,list,"Both of them
Kai only
Jo only
Neither of them",2,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1340,p_c089244e1b3863424,2217,,list,"• $45$ $10$p coins
• $8$ times as many $2$p coins as $10$p coins
• $£17.70$ in total.",3,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1341,p_c089244e1b3863424,2218,gen,list,"• an ordinary fair six-sided dice is rolled
• the fair spinner shown is spun.",4,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1342,p_c089244e1b3863424,2219,a,table,"[{"1": "", "2": "", "3": "", "4": "8", "5": "", "6": ""}, {"1": "", "2": "6", "3": "", "4": "", "5": "", "6": ""}, {"1": "", "2": "", "3": "", "4": "", "5": "25", "6": ""}]",1,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1343,p_c089244e1b3863424,2222,a,diagram,,14,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1344,p_c089244e1b3863424,2223,b,list,"It is more than the answer to part (a)
It is the same as the answer to part (a)
It is less than the answer to part (a)
It could be any of the above",5,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1345,p_c089244e1b3863424,2224,,diagram,,15,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1346,p_c089244e1b3863424,2226,,diagram,,17,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1347,p_07f468f6ea7568474,2228,,list,"$180.5$   $210$   $330$   $350$",1,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1348,p_07f468f6ea7568474,2229,,list,"$0.30$   $0.6$   $0.75$   $0.9$",2,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1349,p_07f468f6ea7568474,2230,,list,"Hexagon   Octagon   Rhombus   Trapezium",3,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1350,p_07f468f6ea7568474,2231,,list,"$x = -3$   $x = 0$   $x = \\frac{1}{3}$   $x = 3$",4,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1351,p_07f468f6ea7568474,2233,a,diagram,"A frequency tree with 500 at the root, splitting into Yes and No for 'Drink coffee', then Yes splitting into 'At least three cups each day'.  Values are needed in each node.",1,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1352,p_07f468f6ea7568474,2236,,table,"[{"Pencils": "8p each"}, {"Rulers": "30p each"}]",1,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1353,p_07f468f6ea7568474,2239,,diagram,"Equilateral triangle",2,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1354,p_07f468f6ea7568474,2239,,diagram,Square,3,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1355,p_07f468f6ea7568474,2239,,diagram,"Pentagon (Triangle above a Square)",4,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1356,p_07f468f6ea7568474,2240,a,formula,"$P = 3W + D$",2,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1357,p_07f468f6ea7568474,2242,,formula,"$2 + 0 + 1 + 7 = 10$",1,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1358,p_07f468f6ea7568474,2243,a,table,"[{"+": " ", "1": "1", "4": "4", "9": "9"}, {"2": "2", "1": "3", "4": "6", "9": "11"}, {"3": "Prime numbers", "1": "4", "4": "7", "9": "12"}, {"7": " ", "1": "8", "4": "11", "9": "16"}]",2,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1359,p_07f468f6ea7568474,2246,a,formula,"$3x + 2y = 6$",4,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1360,p_07f468f6ea7568474,2247,b,diagram,"A coordinate grid with axes labeled x and y.",5,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1361,p_07f468f6ea7568474,2248,,list,"$y \\times y \\times y$   $y^4 \\div y$   $y^2 \\times y$   $y^6 \\div y^2$",5,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1362,p_07f468f6ea7568474,2255,b,list,"$\\times 2$   $\\times 4$   no change   $\\div 2$   $\\div 4$",6,"2025-04-01 19:20:22","2025-04-01 19:20:22"
1363,p_07f468f6ea7568474,2257,,list,"$\\frac{1}{3}$   $\\frac{3}{5}$   $\\frac{3}{4}$   $\\frac{4}{3}$",7,"2025-04-01 19:20:23","2025-04-01 19:20:23"
1364,p_07f468f6ea7568474,2258,,table,"[{"Time, t (minutes)": "0 < t < 20", "Frequency": "1"}, {"Time, t (minutes)": "20 < t < 40", "Frequency": "6"}, {"Time, t (minutes)": "40 < t < 60", "Frequency": "3"}]",3,"2025-04-01 19:20:23","2025-04-01 19:20:23"
1365,p_07f468f6ea7568474,2258,,list,"True False\nThe mean could be less than 20 minutes\nThe mean could be more than 40 minutes\nThe mean could be less than 40 minutes\nThe range could be more than 40 minutes\nThe range could be less than 40 minutes\nThe range could be more than 60 minutes",8,"2025-04-01 19:20:23","2025-04-01 19:20:23"
1366,p_07f468f6ea7568474,2260,,list,"$0$   $\\frac{1}{2}$   $\\frac{\\sqrt{3}}{2}$   $1$",9,"2025-04-01 19:20:23","2025-04-01 19:20:23"
